판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
CU힐스테이트점,충청북도,충주시,충청북도 충주시 연수동산로 24,충청북도 충주시 연수동 1627,36.98481994,127.9423933,145-73-00156,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU충주연수7단지점,충청북도,충주시,충청북도 충주시 갱고개로 230,충청북도 충주시 연수동 1759,36.992958,127.9392501,363-12-02824,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU충주연수6단지점,충청북도,충주시,충청북도 충주시 금곡서1길 8,충청북도 충주시 연수동 1315,36.98807628,127.9398776,572-11-02606,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU연수행운점,충청북도,충주시,충청북도 충주시 연수상가길 9-1,충청북도 충주시 연수동 836,36.98884124,127.9292615,303-12-40205,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU연수행복점,충청북도,충주시,충청북도 충주시 연수서1길 20,충청북도 충주시 연수동 1219,36.98605903,127.9267645,502-41-51070,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU연수타운점,충청북도,충주시,충청북도 충주시 동수2길 27,충청북도 충주시 연수동 1407,36.9862325,127.9367036,303-12-23394,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU연수사과점,충청북도,충주시,충청북도 충주시 예성로 350,충청북도 충주시 연수동 1230,36.98749915,127.934091,413-75-00335,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU연수계룡점,충청북도,충주시,충청북도 충주시 연원로 33,충청북도 충주시 연수동 730-11,36.98841199,127.9316053,207-06-17574,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU랜드마크점,충청북도,충주시,충청북도 충주시 연수동산로5길 14,충청북도 충주시 연수동 1536,36.98424401,127.9403568,848-22-02023,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
CU 충주 아이파크점,충청북도,충주시,충청북도 충주시 연수로2길 12,충청북도 충주시 연수동 599-4,36.99226181,127.9382304,252-34-01532,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
6단지24시마트,충청북도,충주시,충청북도 충주시 금곡서 1길 3,충청북도 충주시 연수동 1755,36.98836128,127.9395361,303-09-63265,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
하이웨이디씨클럽충주금릉점,충청북도,충주시,,충청북도 충주시 금릉동 21-4,36.99398372,127.9291568,618-85-19710,N,영업,043-855-5945,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
태광철물,충청북도,충주시,충청북도 충주시 대가미7길 21,충청북도 충주시 칠금동 894,36.98152219,127.9233702,303-01-25760,N,영업,043-852-0963,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
탄금초등학교,충청북도,충주시,충청북도 충주시 우륵로 55,충청북도 충주시 칠금동 824,36.98408373,127.9177437,303-83-04010,N,영업,043-854-3202,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
탄금중학교,충청북도,충주시,충청북도 충주시 우륵로 56,충청북도 충주시 칠금동 822,36.98457662,127.9195118,303-83-04359,N,영업,043-857-0584,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
탄금종합상사,충청북도,충주시,충청북도 충주시 탄금대로 237,충청북도 충주시 칠금동 304-1,36.98470985,127.9057805,535-03-03090,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
킴벌리상사,충청북도,충주시,충청북도 충주시 탄금대로 279,충청북도 충주시 칠금동 408-2,36.98571023,127.9016927,303-07-55719,N,영업,043-854-9855,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
클로버,충청북도,충주시,충청북도 충주시 칠지4길 3,충청북도 충주시 칠금동 360-3,36.98624713,127.9073036,333-10-00874,N,영업,0507-1309-802,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
코오롱동신아파트,충청북도,충주시,충청북도 충주시 금릉로 14,충청북도 충주시 칠금동 825,36.98319238,127.9176776,234-82-61362,N,영업,043-848-4287,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
충주시청 관광과,충청북도,충주시,충청북도 충주시 남한강로 26,,36.98843867,127.9077632,303-83-00106,N,영업,043-850-6754,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
충주시청,충청북도,충주시,충청북도 충주시 으뜸로 21,충청북도 충주시 금릉동 700,36.99073595,127.926555,303-83-00106,N,영업,043-850-5642,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
충주시육아종합지원센터,충청북도,충주시,충청북도 충주시 남한강로 40,충청북도 충주시 금릉동 533,36.99161352,127.9077405,308-82-71540,N,영업,043-845-7505,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
충주시 로컬푸드 직매장 충주씨샵,충청북도,충주시,충청북도 충주시 남한강로 24,충청북도 충주시 금릉동 601,36.98783035,127.9055711,303-81-77445,N,영업,043-850-5747,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
충주세무서,충청북도,충주시,충청북도 충주시 충원대로 724,충청북도 충주시 금릉동 277-1,36.99128735,127.9183516,303-83-00014,N,영업,043-841-6200,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
청운환경기술,충청북도,충주시,충청북도 충주시 금제1길 41,충청북도 충주시 금릉동 657,36.99114181,127.9249111,303-81-31925,N,영업,043-855-2113,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
제일물류,충청북도,충주시,충청북도 충주시 능바우길 105,충청북도 충주시 금릉동 448-1,36.99214636,127.9125636,303-81-31643,N,영업,043-853-4522,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
이마트24플렉스점,충청북도,충주시,충청북도 충주시 칠금중앙1길 1,충청북도 충주시 칠금동 1036,36.97969737,127.9190404,496-21-01452,N,영업,043-842-5544,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
이마트24충주터미널점,충청북도,충주시,충청북도 충주시 봉계1길 50,충청북도 충주시 칠금동 851,36.98092388,127.9155082,710-08-02931,N,영업,043-851-1555,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
오피스디포충주점,충청북도,충주시,충청북도 충주시 금제9길 36,충청북도 충주시 금릉동 725,36.98887593,127.927833,593-27-00246,N,영업,043-848-0737,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
오픈박스,충청북도,충주시,충청북도 충주시 팽고리산길 93,충청북도 충주시 금릉동 133-9,36.99304588,127.9251414,147-81-02403,N,영업,043-856-7707,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
오렌지마트,충청북도,충주시,충청북도 충주시 칠금중앙로 30,충청북도 충주시 칠금동 1015,36.98030412,127.9170859,303-11-37023,N,영업,043-847-9800,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
아이지에이 충주터미널점,충청북도,충주시,충청북도 충주시 봉계1길 49,충청북도 충주시 칠금동 849,36.98160008,127.9143678,303-02-99177,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
씨유충주탄금공원점,충청북도,충주시,충청북도 충주시 탄금대로 237,충청북도 충주시 칠금동 304-1,36.98470985,127.9057805,225-09-95773,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
씨유 충주시청점,충청북도,충주시,충청북도 충주시 금제1길 27,충청북도 충주시 금릉동 690,36.9899395,127.9249163,234-05-03681,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
시청마트,충청북도,충주시,충청북도 충주시 금제12길 11,충청북도 충주시 금릉동 654,36.99112375,127.9244888,303-12-59742,N,영업,043-844-0441,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
세영첼시빌아파트,충청북도,충주시,충청북도 충주시 금릉로 33,,36.98500205,127.9192504,120-82-68504,N,영업,043-855-9665,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
세븐탄금대로점,충청북도,충주시,충청북도 충주시 탄금대로 224,충청북도 충주시 칠금동 348-1,36.98438676,127.9073344,708-04-02003,N,영업,043-845-3921,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
세븐충주터미널점,충청북도,충주시,충청북도 충주시 봉계1길 49,충청북도 충주시 칠금동 849,36.98160008,127.9143678,387-06-02703,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
세븐충주시청점,충청북도,충주시,충청북도 충주시 시청로 4,충청북도 충주시 금릉동 883,36.98776961,127.9261382,538-57-00474,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
세븐일레븐 충주금봉대로점,충청북도,충주시,충청북도 충주시 팽고리산길 77-2,충청북도 충주시 금릉동 30-14,36.99418018,127.9239587,618-11-79717,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
세배로마트,충청북도,충주시,충청북도 충주시 탄금대로 257,충청북도 충주시 칠금동 440-1,36.98575599,127.9038279,303-11-63934,N,영업,043-855-7771,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
생명살림집,충청북도,충주시,충청북도 충주시 금릉로 71,충청북도 충주시 칠금동 721,36.98485532,127.923805,303-11-06291,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
새한마트,충청북도,충주시,충청북도 충주시 금제1길 27,충청북도 충주시 금릉동 690,36.9899395,127.9249163,303-12-32137,N,영업,043-845-2489,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
새성원마트,충청북도,충주시,충청북도 충주시 대가미2길 11,충청북도 충주시 칠금동 898,36.98098375,127.9232392,303-05-37298,N,영업,043-852-3367,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
삼일아파트,충청북도,충주시,충청북도 충주시 금릉로 17,충청북도 충주시 칠금동 626,36.98621122,127.9175315,409-82-78870,N,영업,043-845-0368,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
삼일공구볼트,충청북도,충주시,충청북도 충주시 금봉대로 803,충청북도 충주시 금릉동 46,36.99341856,127.9290101,303-10-86890,N,영업,043-846-3109,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
삼성1차아파트,충청북도,충주시,충청북도 충주시 금제1길 5,충청북도 충주시 금릉동 771,36.98841739,127.9243444,504-82-78573,N,영업,043-851-2280,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
부영1차아파트,충청북도,충주시,충청북도 충주시 금릉로 48,충청북도 충주시 칠금동 821,36.98453453,127.9213022,209-82-72897,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
부영1차슈퍼,충청북도,충주시,충청북도 충주시 금릉로 48,충청북도 충주시 칠금동 821,36.98453453,127.9213022,303-01-75426,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
리치편의점,충청북도,충주시,충청북도 충주시 금릉로 60,충청북도 충주시 칠금동 731,36.98457361,127.9223969,303-09-76611,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
롯데프레시칠금점,충청북도,충주시,충청북도 충주시 칠금12길 51,충청북도 충주시 칠금동 624,36.98668459,127.9182597,303-11-79469,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
롯데쇼핑 (주) 롯데마트충주점,충청북도,충주시,충청북도 충주시 봉계1길 49,충청북도 충주시 칠금동 849,36.98160008,127.9143678,303-85-11271,N,영업,043-841-2552,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
드림디포 충주점,충청북도,충주시,충청북도 충주시 시청로 12,충청북도 충주시 금릉동 808,36.98837945,127.926137,401-87-01810,N,영업,043-852-6339,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
동신코오롱쌀마트,충청북도,충주시,충청북도 충주시 금릉로 14,충청북도 충주시 칠금동 825,36.98319238,127.9176776,303-09-07981,N,영업,043-851-3391,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
누리마트칠금,충청북도,충주시,충청북도 충주시 칠금11길 17,충청북도 충주시 칠금동 631,36.98618929,127.9225351,303-81-51595,N,영업,043-847-0588,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
농협탄금농축산물판매,충청북도,충주시,충청북도 충주시 탄금대로 364,충청북도 충주시 칠금동 420-52,36.98738228,127.893954,303-82-10548,N,영업,043-851-3651,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
금릉현대아파트,충청북도,충주시,충청북도 충주시 금릉로 45,충청북도 충주시 칠금동 629,36.98578906,127.921175,125-82-93110,N,영업,,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
금릉초등학교,충청북도,충주시,충청북도 충주시 금봉대로 792,충청북도 충주시 금릉동 31-5,36.99439631,127.9304338,303-83-04460,N,영업,043-846-9780,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
그린할인마트,충청북도,충주시,충청북도 충주시 금제9길 2,충청북도 충주시 금릉동 887,36.98779431,127.925143,303-11-65534,N,영업,043-844-6615,,,충주시시설관리공단,2026-01-31,4390000,충청북도 충주시
